,design_dimension,entity_1_c_terminal_helix,entity_1_c_terminal_orientation,entity_1_max_radius,entity_1_min_radius,entity_1_n_terminal_helix,entity_1_n_terminal_orientation,entity_1_name,entity_1_number_of_residues,entity_1_radius,entity_1_symmetry,entity_1_thermophile,entity_2_c_terminal_helix,entity_2_c_terminal_orientation,entity_2_max_radius,entity_2_min_radius,entity_2_n_terminal_helix,entity_2_n_terminal_orientation,entity_2_name,entity_2_number_of_residues,entity_2_radius,entity_2_symmetry,entity_2_thermophile,entity_max_radius_average_deviation,entity_max_radius_ratio_1v2,entity_maximum_radius,entity_min_radius_average_deviation,entity_min_radius_ratio_1v2,entity_minimum_radius,entity_number_of_residues_average_deviation,entity_number_of_residues_ratio_1v2,entity_radius_average_deviation,entity_radius_ratio_1v2,entity_residue_length_total,entity_thermophilicity,interface_b_factor_per_residue,interface_secondary_structure_count,interface_secondary_structure_fragment_count,interface_secondary_structure_fragment_topology,interface_secondary_structure_fragment_topology_1,interface_secondary_structure_fragment_topology_2,interface_secondary_structure_topology,interface_secondary_structure_topology_1,interface_secondary_structure_topology_2,multiple_fragment_ratio,nanohedra_score,nanohedra_score_center,nanohedra_score_center_normalized,nanohedra_score_normalized,number_fragment_residues_center,number_fragment_residues_total,number_of_fragments,observations,percent_fragment,percent_fragment_coil,percent_fragment_helix,percent_fragment_strand,percent_residues_fragment_center,percent_residues_fragment_total,symmetry_group_1,symmetry_group_2,total_interface_residues,total_non_fragment_interface_residues,buried_unsatisfied_hbond_density,buried_unsatisfied_hbonds,contact_count,core,entity_1_number_of_mutations,entity_1_percent_mutations,entity_2_number_of_mutations,entity_2_percent_mutations,errat_accuracy,favor_residue_energy,interaction_energy_complex,interaction_energy_per_residue,interface_area_hydrophobic,interface_area_polar,interface_area_to_residue_surface_ratio,interface_area_total,interface_bound_activation_energy,interface_composition_similarity,interface_connectivity,interface_connectivity_1,interface_connectivity_2,interface_energy,interface_energy_bound,interface_energy_complex,interface_energy_density,interface_energy_unbound,interface_local_density,interface_separation,number_hbonds,number_of_mutations,percent_core,percent_interface_area_hydrophobic,percent_interface_area_polar,percent_mutations,percent_rim,percent_support,rim,rmsd_complex,rosetta_reference_energy,shape_complementarity,solvation_energy,solvation_energy_activation,solvation_energy_bound,solvation_energy_complex,solvation_energy_unbound,support
E12,0,0,1,64.99346384060478,23.39932488342345,0,1,4wcz_1,249,45.9039220412245,C3,0,0,1,84.86559130177554,40.91823485928981,0,1,2ej5_1,250,65.42668936995454,C3,1,0.2341600070929453,0.7658399929070546,84.86559130177554,0.4281443233343429,0.5718556766656571,23.39932488342345,0.004,0.996,0.2983914900284615,0.7016085099715385,499,0.0,0.0,34,4,HHHH,HH,HH,TEGTCHTCHTHGCHCTECEETEGHCEHTECGHHC,TEGTCHTCHTHGCHC,TECEETEGHCEHTECGHHC,3.230769230769231,28.058319989577903,6.362659364535734,0.489435335733518,0.7583329726912946,13,37,21,1,0.4743589743589743,0.0,1.0,0.0,0.1666666666666666,0.4743589743589743,C3,C3,78,65,0.0021795143249962,5.0,3.961183071136475,23.0,0.0,0.0,0.0,0.0,95.2264,0.0,-64.5600416964175,-0.8276928663253784,1367.754022283534,926.33505189977,0.4223176269699861,2294.0890741833064,25.36908986020512,0.8235352160245032,36.35795593261719,17.21212196350098,19.14583396911621,-57.34296794306795,-504.7329237252658,-587.4449815285388,-0.0249959640139439,-530.1020135854709,52.93050193050193,0.5574741363525391,50.0,0.0,0.3194444444444444,0.5962078969276523,0.4037921030723466,0.0,0.3333333333333333,0.3472222222222222,24.0,0.0951746258291334,221.4641899999999,0.681679368019104,-58.38550668041978,-3.836310461212065,650.5130016499869,705.0621978691946,646.6766911887748,25.0
G4,0,0,1,84.77461710913238,39.20828297694251,0,1,4wcz_1,249,64.8855748843904,C3,0,0,1,57.24401751274975,14.436590941077467,0,1,4fay_1,227,39.56391210653815,C3,0,0.4809340922001297,1.4809340922001295,84.77461710913238,1.7158962345729676,2.715896234572968,14.436590941077467,0.0969162995594714,1.0969162995594717,0.6400191848992534,1.6400191848992534,476,0.0,0.0,22,2,HH,H,H,HCETHHGCHETCHCETHETTCT,HCETHHGCHET,CHCETHETTCT,5.2,26.78486898640594,6.81412954160561,0.6814129541605609,1.116036207766914,10,24,26,1,0.6486486486486487,0.0,1.0,0.0,0.2702702702702703,0.6486486486486487,C3,C3,37,27,0.0009811944757862,1.0,3.177897691726685,7.0,0.0,0.0,0.0,0.0,97.2222,0.0,-40.64485275293011,-1.098509550094604,522.281377807837,496.8845721418011,0.4351689463615451,1019.1659499496382,17.277815849826368,0.5363261573472787,34.37392520904541,14.67500019073486,19.69892501831055,-41.108213619161006,-330.1264246345691,-388.5124541035565,-0.0403351521125606,-347.4042404843955,57.35121951219512,0.5253496170043945,30.0,0.0,0.1944444444444444,0.5124596027110653,0.4875403972889346,0.0,0.3611111111111111,0.4166666666666667,13.0,0.0412463484596905,224.0367499999998,0.705224871635437,-31.689986090131413,4.195743670717718,449.5479333945773,485.4336631554264,453.743677065295,15.0
I32_Designs-I32-01,0,0,-1,124.27264167949436,82.80703026313648,0,-1,1hfo,113,102.16480266276706,C3,0,1,1,143.3173305849645,93.29171222032534,1,-1,3fgy,135,119.18217567194976,C2,0,0.1328847587918172,0.8671152412081827,143.3173305849645,0.1123859955794076,0.8876140044205924,82.80703026313648,0.1629629629629629,0.837037037037037,0.1427845473808366,0.8572154526191633,248,0.0,1.56,10,3,HHH,HH,H,CHTHCHTHCE,CHTHC,HTHCE,3.636363636363636,30.41003322119872,6.801634764273576,0.6183304331157796,0.9809688135870552,11,31,20,1,0.96875,0.0,1.0,0.0,0.34375,0.96875,C3,C2,32,21,0.0016720186736244,1.0,3.602189779281616,9.0,0.0,0.0,0.0,0.0,98.9257,0.0,-36.7641638609464,-1.148880124092102,527.8918046230332,70.18764016706206,0.3835435976147678,598.0794447900957,27.336023683740702,0.5400865605106756,32.86666679382325,16.79999923706055,16.0666675567627,-16.487500535798517,-238.6509336748787,-282.4744578944179,-0.0275674087772487,-265.9869573586194,49.46153846153846,0.5568257868289948,5.0,0.0,0.3,0.882644954983036,0.1173550450169632,0.0,0.1333333333333333,0.5333333333333333,4.0,0.1719846468438329,131.81409,0.7011550664901733,2.1367316328565096,-0.9303658055044366,250.64969095760625,247.5825935192453,249.71932515210185,16.0
I32_Designs-I32-02,0,0,1,115.75994835434231,71.1717525005532,0,1,1iv2,150,93.35703751334928,C3,0,1,1,129.98506269952713,92.39338360510456,1,-1,3q20,114,112.27851227671805,C2,1,0.1094365310117788,0.8905634689882211,129.98506269952713,0.2296877793246972,0.7703122206753028,71.1717525005532,0.3157894736842106,1.3157894736842106,0.1685226708093129,0.8314773291906871,264,0.5,0.22,9,4,HHHH,HH,HH,TEHHGHCHH,TEHHG,HCHH,1.75,21.1005047125212,3.92087061684076,0.4901088271050949,0.6806614423393935,8,31,7,1,0.96875,0.0,1.0,0.0,0.25,0.96875,C3,C2,32,24,0.0,0.0,3.179930686950684,13.0,0.0,0.0,0.0,0.0,97.3193,0.0,-27.85681952967782,-0.870525598526001,686.0998973836923,57.50607782207141,0.4832091367996659,743.6059752057639,25.67235305055965,0.7003528130969324,30.76173877716064,19.23999977111816,11.52173900604248,-9.78641041119772,-256.2763129031491,-291.7350763649065,-0.0131607474085851,-281.9486659537088,44.90243902439025,0.8096250593662262,9.0,0.0,0.40625,0.9226659282745018,0.0773340717254979,0.0,0.15625,0.375,5.0,0.2717529132011919,106.5196499999999,0.5894404649734497,6.334811214519903,-2.2983540229246278,345.055567361783,336.4224021243385,342.7572133388584,12.0
I32_Designs-I32-03,0,0,1,143.98283929343802,109.13478225112286,0,-1,1l1s,111,127.47057467894142,C3,1,1,1,158.6377904126252,117.47334854340367,0,-1,3irv,213,139.61958462192536,C2,0,0.0923799498282779,0.907620050171722,158.6377904126252,0.0709826219791454,0.9290173780208546,109.13478225112286,0.4788732394366197,0.5211267605633803,0.0870150844230208,0.9129849155769793,324,0.5,0.6,8,6,HHHCHH,HHH,CHH,HCHHCHCH,HCHH,CHCH,3.0476190476190474,45.3028748631114,10.721734962623556,0.5105588077439789,0.7810840493639897,21,58,32,1,1.9333333333333331,0.015625,0.96875,0.015625,0.7,1.0,C3,C2,30,9,0.0026618388473008,2.0,2.867424249649048,5.0,0.0,0.0,0.0,0.0,98.8258,0.0,-21.42081885633039,-0.7140272855758667,455.50661651627536,295.8536703876455,0.4311927400740694,751.3602869039216,35.13898512259135,0.3480278044256102,35.30465126037597,16.70000076293945,18.60465049743652,3.67327672724781,-187.3704213708081,-218.8361297661516,0.0048888353447372,-222.5094064933994,38.23333333333333,0.8912263810634613,6.0,0.0,0.1666666666666666,0.6062426035228052,0.3937573964771937,0.0,0.3333333333333333,0.5,10.0,0.1242543538248807,161.02343,0.5434907078742981,-6.567796109424137,1.8863005821735896,310.7073982863202,319.1614949779179,312.5936988684938,15.0
I32_Designs-I32-04,0,0,-1,129.6631880643076,94.47901380730008,0,1,1l1s,111,111.99649588188072,C3,1,1,-1,139.4694284959969,84.20488763723873,1,-1,3l34,120,114.59419548465073,C2,0,0.0703110390387149,0.9296889609612852,139.4694284959969,0.1220134182035026,1.1220134182035026,84.20488763723873,0.0749999999999999,0.925,0.0226686839746428,0.9773313160253572,231,0.5,0.24,6,4,HHHH,HH,HH,HHHHHH,HHH,HHH,2.4444444444444446,41.18712781846452,8.355312378627637,0.4641840210348687,0.7920601503550869,18,52,22,1,1.4444444444444444,0.0,1.0,0.0,0.5,1.0,C3,C2,36,18,0.0012703533646242,1.0,3.476868391036987,8.0,0.0,0.0,0.0,0.0,99.0099,0.0,-31.10193947235825,-0.8639427423477173,636.6009712907505,150.58157794884232,0.4149107944873635,787.1825492395926,31.04171905511822,0.5411106308487609,30.30384635925293,16.90384674072266,13.39999961853027,-8.320784872610773,-234.260567344845,-273.623071272574,-0.0105703370592355,-265.30228639996324,63.27450980392157,0.5564534962177277,7.0,0.0,0.2352941176470588,0.8087081858022618,0.1912918141977385,0.0,0.2647058823529412,0.4705882352941176,9.0,0.2053696982589115,75.63554999999995,0.686978280544281,1.6239681007760964,-2.1646324714705543,367.5801665969158,363.7915660246691,365.4155341254452,16.0
I32_Designs-I32-05,0,0,1,146.12725406644716,111.2836028936878,0,-1,1l1s,111,129.49248147319796,C3,1,1,1,156.40666294630802,119.5478499262952,1,1,3t1s,133,138.97319255531377,C2,0,0.0657223208156395,0.9342776791843604,156.40666294630802,0.0691291983728903,0.9308708016271096,111.2836028936878,0.1654135338345864,0.8345864661654135,0.0682197113543486,0.9317802886456512,244,0.5,3.98,31,4,HHHH,HH,HH,ECHTEGHEHCGTHECEECHTETGHEHTHECH,ECHTEGHEHCGTHEC,EECHTETGHEHTHECH,1.5,16.625424224952567,3.090576775822288,0.3863220969777859,0.5541808074984189,8,30,6,1,0.5172413793103449,0.0,1.0,0.0,0.1379310344827586,0.5172413793103449,C3,C2,58,50,0.0033866622032916,7.0,4.240209102630615,27.0,0.0,0.0,0.0,0.0,96.064,0.0,-63.5606441109308,-1.095873117446899,1624.600848283187,442.331009637687,0.5428269116322643,2066.931857920873,74.10372393016502,0.7151208350962168,36.9293212890625,17.40659332275391,19.52272796630859,0.4128301881033849,-270.7386095361614,-344.429503278223,0.0001997309134896,-344.8423334663264,93.4891304347826,0.5656231939792633,25.0,0.0,0.5,0.7859963269023164,0.2140036730976839,0.0,0.1666666666666666,0.2962962962962963,9.0,0.1224417994513101,121.9419499999999,0.6977533102035522,-31.377661151642485,-20.504944163300763,443.41668776263975,454.2894047509815,422.911743599339,16.0
I32_Designs-I32-06,0,0,-1,149.93266673743918,110.26280297997144,0,-1,1mww,120,130.85357165159414,C3,0,1,-1,139.25769602431313,92.3933486134148,1,1,3e7d,202,114.4803864366402,C2,0,0.0766562352953355,1.0766562352953355,149.93266673743918,0.1934062855685061,1.193406285568506,92.3933486134148,0.4059405940594059,0.594059405940594,0.1430217500533661,1.143021750053366,322,0.0,0.99,11,0,,,,HCHGEGHCHTG,HCHGEG,HCHTG,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C3,C2,34,34,0.001385565067311,1.0,3.234042644500732,7.0,0.0,0.0,0.0,0.0,97.5361,0.0,-43.41838889128343,-1.240525364875793,462.6815564729597,259.0456460904473,0.3761478883027946,721.7272025634072,34.11710193805666,0.671959007542199,29.7191915512085,15.16363620758057,14.55555534362793,-15.955784720889907,-174.34207649324733,-224.4149631521939,-0.0221077779308008,-208.459178431304,56.68421052631579,0.4668605625629425,13.0,0.0,0.2413793103448276,0.6410754019380485,0.3589245980619511,0.0,0.2068965517241379,0.5172413793103449,6.0,0.1693157939922962,163.1676199999999,0.7616666555404663,-9.159332371447704,-0.9092271670251648,305.0868688341841,313.3369740386066,304.1776416671589,15.0
I32_Designs-I32-07,0,0,1,174.46437812630978,128.02121351166767,0,1,1nq3,133,149.06410134002843,C3,0,0,1,169.28113451297517,121.07373988194136,1,1,3gfa,197,146.69177931254652,C2,0,0.0306191450585848,1.0306191450585849,174.46437812630978,0.0573821675658219,1.057382167565822,121.07373988194136,0.3248730964467005,0.6751269035532995,0.0161721538766488,1.0161721538766488,330,0.0,0.74,7,3,HHH,HH,H,CHGHTHH,CHGHT,HH,1.2727272727272727,22.467242844532347,4.4303112571622485,0.4027555688329317,0.6419212241294956,11,35,7,1,1.2962962962962965,0.0,1.0,0.0,0.4074074074074074,1.0,C3,C2,27,16,0.003882814484627,2.0,3.240909099578857,6.0,0.0,0.0,0.0,0.0,95.3721,0.0,-35.18481343776225,-1.303141236305237,397.4686631794421,117.6216168013467,0.443829687228249,515.0902799807889,15.79670714609881,0.4911573759595012,37.822296142578125,19.52499961853027,18.29729652404785,-23.036589012249607,-208.3233852232078,-247.1566813815562,-0.0447234007465813,-224.1200923693066,48.324675324675326,0.6271011829376221,11.0,0.0,0.2307692307692307,0.7716485412892403,0.2283514587107596,0.0,0.3076923076923077,0.4615384615384615,8.0,0.1390243339566586,133.9007700000001,0.66476970911026,-10.95812265690131,-5.584905338521196,274.236765593261,279.6099829116411,268.6518602547398,12.0
I32_Designs-I32-08,0,1,1,148.2019882457722,108.5535539952516,0,1,1o5j,104,128.21852866918363,C3,1,0,1,133.8574378396658,89.1314887623897,1,1,3h2d,153,110.74295943665146,C2,0,0.1071628938788464,1.1071628938788465,148.2019882457722,0.2179035209951223,1.2179035209951223,89.1314887623897,0.3202614379084967,0.6797385620915033,0.1578029819812496,1.1578029819812496,257,0.5,0.0,9,4,HHHH,HH,HH,CHEHCHECH,CHEHC,HECH,2.4615384615384617,35.44591499124355,7.345578114056991,0.5650444703120763,0.8439503569343701,13,42,16,1,1.2727272727272727,0.0,1.0,0.0,0.3939393939393939,1.0,C3,C2,33,20,0.0041870129640001,3.0,4.284810066223145,13.0,0.0,0.0,0.0,0.0,99.8665,0.0,-34.54228188747525,-1.046735763549805,594.036145231755,122.46509940110344,0.3654895888221816,716.5012446328585,29.81891579281978,0.61891050941912,33.255319595336914,15.25531959533691,18.0,-3.039591583458389,-213.26791162383893,-246.1264190001171,-0.0042422697884019,-243.0868274166587,45.95454545454545,0.5718674957752228,11.0,0.0,0.40625,0.8290790137233387,0.1709209862766611,0.0,0.1875,0.34375,6.0,0.1885908670946576,119.96057,0.697708010673523,3.8460948522661615,0.2322286725369622,284.5659267274717,280.9520605477425,284.7981554000087,11.0
I32_Designs-I32-09,0,1,-1,127.46992527651376,83.67203875250082,1,1,1sed_1,112,100.2913577897075,C3,0,1,1,148.77062764537897,98.36086016805667,0,1,2imd_1,203,120.69139667233516,C2,0,0.1431781441403823,0.8568218558596177,148.77062764537897,0.1493360406818215,0.8506639593181785,83.67203875250082,0.4482758620689655,0.5517241379310345,0.1690264546197248,0.8309735453802751,315,0.0,0.32,5,0,,,,HHHCH,HH,HCH,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,C3,C2,31,31,0.0,0.0,3.103448390960693,9.0,0.0,0.0,0.0,0.0,100.0,0.0,-38.74178481239561,-1.249734997749329,544.7352713453106,115.0286393093005,0.4255229231561711,659.7639106546115,24.536385692680117,0.5816556253563752,32.98286056518554,15.65853691101074,17.3243236541748,-19.218220801849043,-209.53964737225505,-253.2942538667842,-0.0291289361110717,-234.0760330649352,49.62921348314607,0.6078098714351654,10.0,0.0,0.3103448275862069,0.8256518165790993,0.1743481834209,0.0,0.3793103448275862,0.3103448275862069,11.0,0.1156687892960079,137.25723,0.6853728294372559,1.1770146299953126,-4.635311797315296,296.6425563058985,290.8302298785879,292.0072445085832,9.0
I32_Designs-I32-10,0,1,1,144.90914161984398,93.66611323205422,1,-1,1sed,112,125.44940679179444,C3,0,0,-1,140.85312421455194,102.00236870288846,0,-1,4pww,84,124.26121583456406,C2,0,0.0287960769625086,1.0287960769625086,144.90914161984398,0.0817260969214941,0.918273903078506,93.66611323205422,0.3333333333333332,1.3333333333333333,0.0095620419392346,1.0095620419392346,196,0.0,1.12,7,4,HHHH,HH,HH,HHCHHCC,HHC,HHCC,2.1666666666666665,21.74788382726521,4.498010525494458,0.3748342104578714,0.5436970956816302,12,40,13,1,1.0,0.0,1.0,0.0,0.3,1.0,C3,C2,40,28,0.0013324191829084,1.0,4.01893949508667,5.0,0.0,0.0,0.0,0.0,99.3902,0.0,-43.07151195904817,-1.076787829399109,583.2645083227505,167.2500540818055,0.4218455839418016,750.5145624045563,17.015731537477166,0.311076234803995,32.884721755981445,16.0625,16.82222175598145,-30.880534302294397,-259.2183048982494,-307.114570738021,-0.0411458162828406,-276.2340364357266,58.375,0.5523645579814911,10.0,0.0,0.1388888888888889,0.77715281959892,0.2228471804010796,0.0,0.3888888888888889,0.4444444444444444,14.0,0.1858458814896536,88.49245000000006,0.6846562027931213,5.641622108335582,0.3102434504671123,284.6009562362391,279.2695775783706,284.9111996867062,16.0
I32_Designs-I32-11,0,0,-1,155.129444883942,116.98694833612848,0,-1,1u9d,122,133.67187122949937,C3,0,1,1,171.29160700104367,127.25245418458536,0,1,3noq,227,149.05588448912968,C2,0,0.0943546645400039,0.905645335459996,171.29160700104367,0.0806703958225144,0.9193296041774855,116.98694833612848,0.4625550660792952,0.5374449339207048,0.1032097009276561,0.8967902990723439,349,0.0,0.13,6,2,HH,H,H,THHTGH,THH,TGH,1.0,5.28843521378117,1.0041180482961425,0.2510295120740356,0.3777453724129407,4,14,2,1,0.4827586206896552,0.0,1.0,0.0,0.1379310344827586,0.4827586206896552,C3,C2,29,25,0.0017915096422133,1.0,3.28205132484436,9.0,0.0,0.0,0.0,0.0,98.0313,0.0,-27.11316666395052,-0.9349367618560792,482.2420043913828,75.94645099675381,0.3417060257617073,558.1884553881364,18.36285661367731,0.488725582443671,31.9393949508667,16.27272796630859,15.66666698455811,-17.20289346189992,-183.02843475213228,-218.5941848277095,-0.030819149510962,-201.3912913658096,46.67213114754098,0.4626264274120331,4.0,0.0,0.3333333333333333,0.8639412007474354,0.136058799252565,0.0,0.2592592592592592,0.3333333333333333,7.0,0.0609069386229412,200.8896099999999,0.7120672464370728,4.517145768250202,-2.643178685544399,266.4046939538258,259.2443695000312,263.7615152682814,9.0
I32_Designs-I32-12,0,1,-1,162.279260504847,113.66289892924604,0,-1,1v3w,173,139.08887679042712,C3,1,0,-1,161.9382528681843,127.73951349132342,0,1,2gax,135,145.21787825027866,C2,0,0.0021057880434234,1.0021057880434234,162.279260504847,0.1101978094118349,0.889802190588165,113.66289892924604,0.2814814814814814,1.2814814814814814,0.0422055571510856,0.9577944428489144,308,0.5,0.0,10,2,HH,H,H,TTTHTTCHTT,TTTHTT,CHTT,5.222222222222222,49.65734413316125,12.871954032211232,0.7151085573450684,1.306772214030559,18,38,47,1,1.3571428571428572,0.0,1.0,0.0,0.6428571428571429,1.0,C3,C2,28,10,0.0015694906658912,1.0,3.280155658721924,7.0,0.0,0.0,0.0,0.0,98.625,0.0,-19.95017551554404,-0.7125062942504883,393.6305677990231,243.5188092137605,0.4257643166350915,637.1493770127834,37.08739500403027,0.6680992897092404,35.25541687011719,18.57894706726074,16.67646980285645,9.071073015881469,-220.8779244896902,-248.894246477839,0.0142369644280441,-257.9653194937205,59.63366336633664,0.4076872766017914,9.0,0.0,0.25,0.6177995019700467,0.3822004980299536,0.0,0.1785714285714285,0.5357142857142857,5.0,0.4021143375660786,163.2049199999999,0.7625820636749268,-7.479904637572474,4.692219891749687,334.8940155901568,347.066140119479,339.5862354819065,15.0
I32_Designs-I32-13,0,1,1,161.18445081955022,115.24090115926724,1,-1,1wa3,201,139.22703362897548,C3,1,1,1,173.2843742234135,136.23072439431567,1,1,3g8z,129,155.26704354716756,C2,0,0.0698269734826924,0.9301730265173076,173.2843742234135,0.1540755459414136,0.8459244540585864,115.24090115926724,0.558139534883721,1.558139534883721,0.1033059530969905,0.8966940469030095,330,0.5,2.37,36,3,HHH,HH,H,CHCETHHTCCECHTGHTTCTETCHHTCCECHTGHTT,CHCETHHTCCECHTGHTT,CTETCHHTCCECHTGHTT,4.444444444444445,28.79080914786425,6.122563942702589,0.68028488252251,0.9927865223401466,9,29,20,1,0.4461538461538462,0.0,1.0,0.0,0.1384615384615384,0.4461538461538462,C3,C2,65,56,0.0035992168862922,6.0,4.492631435394287,16.0,0.0,0.0,0.0,0.0,98.9167,0.0,-55.98600125910033,-0.8482727408409119,1300.6491998378729,366.3800983550668,0.5005861319399436,1667.029298192941,75.57785404651713,0.6813732122910648,37.88589668273926,19.96923065185547,17.91666603088379,13.789891688786213,-418.03976934076456,-479.8277316984955,0.0082721351710701,-493.6176233872817,100.421875,0.5355249345302582,26.0,0.0,0.2758620689655172,0.7802197605331688,0.2197802394668304,0.0,0.2241379310344827,0.4655172413793103,13.0,0.0985331816130261,175.1249,0.7053444385528564,-14.437209798619053,-2.7450361403477928,541.4285058463136,553.1206795045848,538.6834697059658,27.0
I32_Designs-I32-14,0,1,1,142.09374976402023,97.06686533519046,1,-1,1wa3,201,121.15766488080018,C3,1,1,-1,166.25995189160858,126.18471451804297,0,1,3mtq,140,144.58179519117363,C2,0,0.1453519133900823,0.8546480866099176,166.25995189160858,0.230755755909635,0.769244244090365,97.06686533519046,0.4357142857142857,1.4357142857142855,0.1620129994886344,0.8379870005113655,341,0.5,0.85,10,4,HHHH,HH,HH,CHCHHHTHTH,CHCHH,HTHTH,4.117647058823529,52.27843441060099,11.752127436699162,0.6913016139234801,1.0669068247061426,17,49,35,1,1.2564102564102564,0.0,1.0,0.0,0.4358974358974359,1.0,C3,C2,39,22,0.0012424751004243,1.0,3.338181734085083,11.0,0.0,0.0,0.0,0.0,98.9011,0.0,-32.93759610204685,-0.8445537686347961,598.510921209264,206.33418164907664,0.3548147578394057,804.8451028583402,40.55902989761711,0.4064917866998672,33.7083330154419,19.04166603088379,14.66666698455811,4.423795135146463,-229.24748016614808,-265.3827149286187,0.005496455304798,-269.8065100637652,56.95454545454545,0.6410744488239288,11.0,0.0,0.2894736842105263,0.7436349169345784,0.2563650830654221,0.0,0.2894736842105263,0.3947368421052631,11.0,0.1658679322237201,174.6360899999999,0.6658514738082886,-0.0163880014770825,-1.507911587604042,334.65386809372524,333.1623445075983,333.1459565061212,15.0
I32_Designs-I32-15,0,0,-1,142.29288452343638,95.4811976726308,1,1,1woz,159,118.2321177366622,C3,1,1,1,151.13972268401182,105.04632629939992,1,-1,2f22,142,129.32179049890027,C2,0,0.0585341695979655,0.9414658304020344,151.13972268401182,0.0910562888178199,0.90894371118218,95.4811976726308,0.1197183098591549,1.119718309859155,0.085752545796467,0.9142474542035328,301,0.5,0.19,6,3,HHH,H,HH,TCHHHH,TCH,HHH,1.0,10.009000293535813,1.7553092285096152,0.2925515380849359,0.3849615497513773,6,26,3,1,0.8125,0.0,1.0,0.0,0.1875,0.8125,C3,C2,32,26,0.0029503906258077,2.0,3.966911792755127,8.0,0.0,0.0,0.0,0.0,99.2271,0.0,-39.67789566674097,-1.239934206008911,538.1881379560973,139.68820238525603,0.4144565840523025,677.876340341353,30.20784328526929,0.5418389781503258,35.95138931274414,17.5625,18.38888931274414,-18.445665627024425,-228.63407022951023,-277.287579141804,-0.0272109594763786,-258.84191351477955,58.67924528301887,0.3780409097671509,11.0,0.0,0.2666666666666666,0.793932618573302,0.2060673814266984,0.0,0.2333333333333333,0.5,7.0,0.1891116017505766,109.4783799999999,0.8012237548828125,-11.516744532657128,-5.085779517863273,377.19062032911097,383.6215853439048,372.1048408112477,15.0
I32_Designs-I32-16,0,0,-1,129.4612942349952,82.66424514262499,1,1,1woz,159,105.41046777917096,C3,1,1,1,145.47230652258182,100.50452206244252,0,1,2pey,176,123.34337996809984,C2,0,0.1100622700658232,0.8899377299341767,145.47230652258182,0.177507206180569,0.822492793819431,82.66424514262499,0.096590909090909,0.9034090909090908,0.1453901473558357,0.8546098526441642,335,0.5,0.37,8,4,HHHH,HH,HH,TCHCHTHH,TCHCH,THH,3.7142857142857135,38.58452480021815,8.542283691683064,0.6101631208345045,0.918679161909956,14,42,26,1,1.1666666666666667,0.0192307692307692,0.9807692307692308,0.0,0.3888888888888889,1.0,C3,C2,36,22,0.0013595315285,1.0,3.551724195480347,12.0,0.0,0.0,0.0,0.0,97.2941,0.0,-22.6369154012929,-0.6288031935691833,509.2442182025352,226.3032693230336,0.5207796313969842,735.5474875255687,30.681278439438984,0.485480216174347,37.36985778808593,19.58139610290527,17.78846168518066,5.463763901015284,-237.8063019356117,-263.0238164740354,0.0074281592877106,-268.4875803750507,55.24742268041237,0.5685470402240753,17.0,0.0,0.3529411764705882,0.6923335703527002,0.3076664296472999,0.0,0.2058823529411764,0.4411764705882353,7.0,0.1576083695371175,118.8454899999999,0.6661426424980164,-16.548961695626815,-7.0328185697935055,406.2638418817619,415.7799850075952,399.2310233119684,15.0
I32_Designs-I32-17,0,0,1,125.48336508079468,83.60030853411966,0,1,2aal,130,105.93814144518832,C3,0,1,-1,159.42211141808403,95.76371575915378,1,1,2fq4,184,129.0047228040324,C2,0,0.212886067280122,0.787113932719878,159.42211141808403,0.127014779330672,0.8729852206693279,83.60030853411966,0.2934782608695652,0.7065217391304348,0.1788041620296638,0.8211958379703361,314,0.0,0.9,8,4,HHHH,HH,HH,BHTHCCHH,BHTH,CCHH,1.1111111111111112,13.227212650336924,2.488405035886233,0.2764894484318037,0.4133503953230288,9,32,5,1,0.8888888888888888,0.1,0.9,0.0,0.25,0.8888888888888888,C3,C2,36,27,0.0,0.0,3.5,7.0,0.0,0.0,0.0,0.0,99.6241,0.0,-32.92560709397592,-0.8898812532424927,499.9553975119867,149.95927110777,0.4665789620702067,649.914668619757,30.58419357150899,0.495237979513986,33.6101016998291,16.85454559326172,16.75555610656738,-9.130895407115588,-257.6290937065118,-297.3441826851364,-0.0140493757842197,-288.2132872780208,50.78313253012048,0.6982133984565735,11.0,0.0,0.2121212121212121,0.7692631381497462,0.2307368618502532,0.0,0.1818181818181818,0.5757575757575758,6.0,0.1565980106416901,134.78751,0.6131340861320496,8.239257326534755,4.945933414851368,367.1864530610066,363.8931291493232,372.132386475858,19.0
